Id,Sentiment,Instagram Comment Text
618,positive,Gak nyangka kamu bisa sehebat ini sekarang sehat selalu ya kawan sukses 💪
619,positive,Idola aku dari dulu emang gak pernah gagal kalau soal akting film 👏
620,positive,Makasih infonya min bermanfaat banget buat persiapan ujian masuk perguruan tinggi ini 🙏
621,positive,Gemes banget lihat dedek bayinya semoga tumbuh jadi anak yang pintar sholeh 🥰
622,positive,Definisi cantik luar dalam ya kak sudah sukses tetap sangat peduli sesama 🙌
623,positive,Video sinematiknya juara banget editornya pasti sudah ahli banget mengedit video 🔥
624,positive,Beruntung banget yang jadi pasangan kamu orangnya sabar penyayang banget kelihatannya 💞
625,positive,Selalu suka sama vibes postingan kamu yang tenang adem banget dilihatnya ya 😊
626,positive,Suaranya bikin candu banget tolong sering-sering bikin video cover lagu lagi kak 😍
627,positive,Gak pernah bosen lihat konten kamu selalu ada hal baru bisa dipelajari 👍
628,positive,Selamat ulang tahun ya semoga panjang umur sehat selalu semua impian tercapai 🥳
629,positive,Makeup look kali ini beneran flawless banget tutornya dong kak please banget ✨
630,positive,Akhirnya bisa lihat kamu bahagia lagi setelah sekian lama melewati masa sulit ❤️
631,positive,Salut sama keberanian kamu menyuarakan isu ini bener-bener butuh keberanian sangat besar 👏
632,positive,Produknya sudah sampai kualitasnya melebihi ekspektasi saya sukses terus buat tokonya ya 👍
633,positive,Foto bareng ibu emang paling juara sehat selalu buat ibunda tersayang sana ❤️
634,positive,Rekomendasi tempat ngopinya oke banget suasananya enak buat kerja atau nongkrong 😊
635,positive,Terpancar aura kebahagiaan dari foto ini semoga kalian berdua langgeng sampai maut 💞
636,positive,Terima kasih sudah mengingatkan kami untuk selalu bersyukur atas segala nikmat ada 🙏
637,positive,Skill editing fotonya makin hari makin pro aja bener-bener keren hasilnya bro 🔥
638,positive,Caption-nya sangat menyentuh hati sukses membuat aku menangis haru membaca perjuangan kalian 😭
639,positive,Wah gila sih ini bener-bener perubahan yang drastis banget dalam waktu singkat 💪
640,positive,Seneng banget lihat kalian kumpul bareng lagi pertemanan yang sangat solid tulus 💖
641,positive,Ide kontennya kreatif banget belum pernah lihat ada yang bikin konsep seperti ini ✨
642,positive,Tetap semangat jalani hari ya kak jangan dengarkan omongan orang mau menjatuhkanmu 💪
643,positive,Beneran deh ini parfum aromanya enak banget dan tahan lama seharian penuh ✨
644,positive,Makasih ya sudah jadi alasan aku buat tersenyum hari ini lewat kontenmu 🥰
645,positive,Sukses buat turnamennya besok bawa pulang piala dan banggakan nama Indonesia kita 🔥
646,positive,Wah ini sih fix bakal jadi trend baru di tahun ini keren ✨
647,positive,Selalu kagum sama ketekunan kamu dalam mengejar mimpi kamu layak mendapatkan ini 🙌
648,positive,Info diskonnya sangat membantu ibu rumah tangga seperti saya makasih banyak ya admin 🙏
649,positive,Pemandangan sunset di foto ini bener-bener magis seperti sedang berada negeri dongeng ✨
650,positive,Kamu kelihatan jauh lebih segar dan bahagia sekarang pertahankan terus pola hidupnya 💪
651,neutral,Boleh tanya itu lokasi tempat makannya ada di daerah mana ya ?
652,neutral,Apakah produk ini masih tersedia atau sudah habis stoknya untuk hari ini ?
653,neutral,Info harga jasanya dong min tolong cek pesan masuk sudah aku kirim 
654,neutral,Pengiriman barangnya biasanya berapa hari kalau untuk tujuan ke daerah luar kota 
655,neutral,Tadi saya lihat postingan yang mirip tapi di akun sebelah apa kolaborasi 
656,neutral,Ini acara mulainya jam berapa ya kak kalau mau datang langsung sana 
657,neutral,Coba nanti saya cek dulu jadwalnya kalau kosong saya pasti datang acara 
658,neutral,Apakah ada minimal pembelian untuk mendapatkan promo diskon akhir tahun ini kak ?
659,neutral,Saya baru saja mengirimkan bukti transfer lewat pesan pribadi tolong segera dicek 
660,neutral,Foto ini diambil menggunakan kamera handphone atau pakai kamera profesional ya kak 
661,neutral,Tolong infokan bahan yang digunakan untuk baju ini apakah menyerap keringat baik 
662,neutral,Rencananya minggu depan saya mau mampir ke toko fisik kalian Jakarta Selatan 
663,neutral,Berapa kapasitas maksimal orang yang bisa masuk ke dalam ruangan tersebut kak 
664,neutral,Apakah hari minggu toko kalian tetap buka seperti biasa atau ada khusus 
665,neutral,Tadi saya sudah coba hubungi nomor tersebut tapi belum ada jawaban sama sekali 
666,neutral,Silakan hubungi admin kami untuk informasi lebih lanjut mengenai kerja sama bisnis 
667,neutral,Konten ini berisi informasi mengenai perkembangan cuaca di wilayah Jakarta dan sekitarnya 
668,neutral,Berita ini bersumber dari media lokal dan sudah dikonfirmasi oleh pihak kepolisian 
669,neutral,Saya tinggal menunggu pengumuman resminya saja dari pihak penyelenggara acara besok pagi 
670,neutral,Apakah video ini merupakan bagian dari rangkaian iklan produk terbaru dari brand ?
671,neutral,Untuk ukuran sepatu ini tersedia dari nomor berapa sampai nomor berapa ya 
672,neutral,Mohon sertakan link pendaftarannya agar memudahkan kami untuk mendaftar secara online 
673,neutral,Saya melihat postingan ini lewat fitur explore tadi siang sekitar jam dua 
674,neutral,Apakah warna yang tersedia hanya yang ada di foto atau ada pilihan ?
675,neutral,Ini menggunakan metode pembayaran apa saja kalau saya mau pesan lewat website 
676,neutral,Pastikan Anda sudah membaca syarat dan ketentuan yang berlaku sebelum mengikuti kompetisi 
677,neutral,Berapa lama durasi video aslinya sebelum diedit menjadi video singkat berdurasi pendek?
678,neutral,Saya ingin bertanya apakah acara ini terbuka untuk umum atau hanya undangan 
679,neutral,Tolong update kembali informasinya jika sudah ada perkembangan terbaru mengenai jadwal tersebut 
680,neutral,Apakah menu ini mengandung bahan-bahan yang bisa memicu alergi bagi beberapa orang ?
681,neutral,Saya baru tahu kalau tempat ini lokasinya ternyata sangat dekat dengan kantor 
682,neutral,Berapa total biaya yang harus saya bayar termasuk ongkos kirim ke Surabaya ?
683,neutral,Apakah ada panduan ukuran atau size chart untuk produk celana jeans ini ?
684,neutral,Mohon konfirmasi kembali apakah email saya sudah masuk ke sistem kalian atau 
685,neutral,Saya butuh informasi mengenai spesifikasi lengkap dari perangkat laptop yang baru diposting 
686,neutral,Apakah konten ini hanya ditujukan untuk orang dewasa atau anak-anak boleh menonton ?
687,neutral,Bisa tolong beri tahu nama aplikasi yang digunakan untuk mengedit tulisan foto ?
688,neutral,Saya sedang mempertimbangkan untuk membeli produk ini tapi mau lihat ulasan dulu 
689,neutral,Apakah ada biaya tambahan jika saya ingin memesan kartu ucapan khusus paket ?
690,neutral,Tolong jelaskan bagaimana cara menggunakan fitur terbaru yang ada pada aplikasi ini ?
691,neutral,Saya akan datang ke lokasi tersebut jika cuaca sore ini mendukung ceria 
692,neutral,Di mana saya bisa mendapatkan buku yang sedang dibahas dalam postingan video ?
693,neutral,Apakah ada perbedaan harga antara pembelian secara offline di toko dengan online ?
694,neutral,Saya sudah mengikuti akun ini sejak dua tahun yang lalu karena suka 
695,neutral,Tolong lampirkan daftar harga untuk setiap paket perawatan yang tersedia di klinik 
696,neutral,Apakah hasil dari kegiatan donasi ini akan dilaporkan secara transparan lewat postingan ?
697,neutral,Saya ingin tahu siapa fotografer di balik foto-foto keren yang ada feed 
698,neutral,Jam operasional layanan pelanggan kami dimulai dari pukul sembilan pagi hingga lima 
699,neutral,Apakah artikel ini sudah dipublikasikan di situs resmi perusahaan atau baru sosmed ?
700,neutral,Informasi resmi dari RT akan segera dibagikan ke setiap rumah warga 
701,negative,Kecewa banget sama kualitas barangnya tidak sesuai dengan foto yang ada postingan 💔
702,negative,Pengiriman lambat sekali padahal sudah bayar pakai ekspedisi yang paling mahal aplikasi 😡
703,negative,Harganya terlalu mahal untuk kualitas yang biasa saja seperti ini jujur buruk 👎
704,negative,Adminnya marah banget kalau jawab pertanyaan pelanggan jadi malas mau belanja sini 😠
705,negative,Postingan ini sangat tidak mendidik dan hanya mencari sensasi belaka demi viral 🤮
706,negative,Kapok belanja di toko ini lagi barang dikirim salah tidak mau tanggung 😡
707,negative,Kenapa komentarnya banyak yang dihapus padahal saya cuma mau kasih kritik membangun 🤔
708,negative,Beritanya palsu banget ini tolong kalau posting dicek dulu kebenarannya jangan asal 🤬
709,negative,Gak cocok banget pakai baju model begitu malah kelihatan aneh banget dilihatnya 🤢
710,negative,Sudah seminggu pesanan saya belum sampai juga tolong responnya jangan diam saja 😤
711,negative,Kontennya makin ke sini makin gak jelas arahnya lebih baik unfollow saja 😒
712,negative,Terlalu banyak drama dalam hidup kalian padahal masalahnya sepele tapi dibesar-besarkan 🙄
713,negative,Jangan beli di sini guys pelayanannya buruk sekali dan uang saya tidak kembali 👎
714,negative,Sayang banget bakatnya terbuang sia-sia hanya karena sering bikin masalah tidak penting 😔
715,negative,Iklannya terlalu banyak mengganggu banget saat lagi asyik lihat video tutorial sini 😠
716,negative,Mukanya kelihatan banget editan aslinya pasti gak seputih itu kalau lihat nyata 🤢
717,negative,Gak usah sok paling tahu deh mending urusin urusan sendiri daripada sibuk menghujat 🤬
718,negative,Desain aplikasinya buruk banget sering error dan bikin handphone saya jadi lemot 👎
719,negative,Kenapa sih harus pamer kemewahan terus padahal di luar sana banyak orang kesusahan 😡
720,negative,Komentar saya yang jujur malah diblokir ternyata memang tidak mau menerima masukan 😠
721,negative,Kualitas suaranya pecah banget lain kali pakai mic yang bagus kalau rekaman 👎
722,negative,Saya merasa tertipu dengan promosi ditawarkan ternyata syaratnya banyak tidak masuk akal 🤬
723,negative,Jangan percaya sama review artis ini dia cuma dibayar buat bilang bagus 🙄
724,negative,Makanan di sini rasanya hambar dan porsinya sedikit sekali tidak sebanding harganya 🤮
725,negative,Bicaranya payah banget bikin ngantuk dan pesannya sama sekali tidak tersampaikan baik 😴
726,negative,Tolong dong adminnya cepat balas masa tanya stok saja harus nunggu lama 😤
727,negative,Makin hari kontennya makin gak berbobot isinya cuma pamer harta liburan terus 🤢
728,negative,Tempatnya kotor dan tidak terawat sangat jauh berbeda dengan apa yang terlihat 👎
729,negative,Penjelasan di videonya terlalu cepat jadi susah diikuti buat orang awam saya 😵
730,negative,Saya sangat menyesal telah merekomendasikan tempat ini kepada teman-teman saya kemarin malam 💔
731,negative,Gak lucu sama sekali candaannya malah cenderung menghina fisik orang lain demi tawa 🤬
732,negative,Kenapa sih artis sekarang hobinya pamer masalah pribadi ke publik gak privasi 😠
733,negative,Padahal pengikutnya banyak tapi kok etikanya nol besar saat menjawab komentar netizen 😤
734,negative,Bau barangnya menyengat banget seperti bahan kimia berbahaya saya takut mau memakai 🤢
735,negative,Cukup sekali ini saja saya pakai jasa kalian bener-bener kapok sangat kecewa 💔
736,negative,Berhenti deh posting konten yang memicu perpecahan antar umat beragama seperti ini 😠
737,negative,Udah dandan cantik-cantik tapi kelakuannya masih buruk mending perbaiki dulu sifat kamu 🤮
738,negative,Videonya jebakan banget judul sama isinya gak nyambung sama sekali cuma cari 😡
739,negative,Padahal sudah bayar mahal buat ikut kelas ini tapi materinya cuma dasar 👎
740,negative,Kenapa harus pakai baju terbuka begitu sih gak punya malu apa ya 😠
741,negative,Percuma punya wajah tampan kalau hatinya buruk suka menyakiti perasaan orang lain 💔
742,negative,Respon dari layanan pelanggan kalian sangat tidak membantu dan malah menyalahkan pembeli 😡
743,negative,Gak usah sok keras di sosmed aslinya kalau ketemu pasti cuma diam 😶
744,negative,Beritanya dipotong-potong biar kesannya jelek bener-bener media tidak punya integritas 🤬
745,negative,Saya tidak akan pernah memaafkan kesalahan kalian yang sudah menghilangkan data penting 😠
746,negative,Jangan mau tergiur harga murah di sini itu semua barang palsu cepat rusak 👎
747,negative,Kenapa gaya hidup kamu sekarang jadi berlebihan banget padahal dulu sangat sederhana 🙄
748,negative,Konten seperti ini hanya akan merusak mental generasi muda yang menonton terus 😡
749,negative,Suasananya berisik banget dan tidak nyaman buat santai gak mau balik lagi 👎
750,negative,Mending hapus saja postingan ini daripada makin banyak orang yang menghujat kamu 😤
751,neutral,Saya melihat kamu sedang berada di tempat yang terlihat sangat ramai pagi ini
752,neutral,Apakah ini merupakan acara keluarga besar yang memang rutin diadakan setiap tahun sekali
753,neutral,Kebetulan sekali saya juga berencana untuk pergi ke lokasi tersebut minggu depan nanti
754,neutral,Tolong informasikan kepada saya mengenai nama tempat makan yang ada di dalam foto
755,neutral,Sepertinya cuaca di sana sedang sangat mendung dan sepertinya akan segera turun hujan
756,neutral,Berapa lama waktu tempuh yang dibutuhkan untuk bisa sampai ke lokasi wisata tersebut
757,neutral,Saya baru mengetahui kalau kamu sekarang sudah memiliki hobi baru yaitu mendaki gunung
758,neutral,Apakah baju yang kamu pakai itu dibeli secara daring atau beli langsung toko
759,neutral,Tolong sampaikan salam saya untuk orang tua kamu jika kamu bertemu dengan mereka
760,neutral,Saya baru saja membaca artikel yang membahas mengenai tempat yang kamu kunjungi itu
761,neutral,Apakah kamu pergi ke sana bersama dengan teman kantor atau bersama keluarga saja
762,neutral,Sepertinya acara tersebut dihadiri oleh banyak sekali orang dari berbagai macam daerah berbeda
763,neutral,Saya ingin tahu apakah jalanan menuju ke sana cukup mudah untuk dilalui mobil
764,neutral,Berikan informasi mengenai jenis kamera yang kamu gunakan untuk mengambil foto pemandangan ini
765,neutral,Tadi saya melihat postingan serupa dari akun lain yang juga sedang berada sana
766,neutral,Apakah menu makanan yang ada di sana halal atau mengandung bahan yang dilarang
767,neutral,Saya rasa warna cat dinding di rumah baru kamu terlihat sangat sangat cerah
768,neutral,Berapa harga tiket masuk yang harus dibayarkan jika ingin masuk ke area tersebut
769,neutral,Sepertinya kamu sudah cukup lama tidak mengunggah foto kegiatan sehari-hari di media sosial
770,neutral,Apakah ini adalah bagian dari tugas kuliah yang sedang kamu kerjakan saat ini
771,neutral,Tolong beri tahu saya mengenai merk sepatu yang kamu gunakan dalam foto tersebut
772,neutral,Saya berencana untuk memesan menu yang sama jika nanti saya berkunjung ke sana
773,neutral,Apakah anak-anak kecil diperbolehkan untuk ikut masuk ke dalam area pameran seni tersebut
774,neutral,Saya melihat ada banyak sekali perubahan pada wajah kamu jika dibandingkan dengan dulu
775,neutral,Berapa total biaya yang dihabiskan untuk melakukan perjalanan liburan ke luar negeri itu
776,neutral,Sepertinya kamu sedang sibuk mempersiapkan acara besar yang akan segera dilaksanakan bulan depan
777,neutral,Apakah tempat tersebut buka setiap hari atau hanya buka pada akhir pekan saja
778,neutral,Saya baru menyadari bahwa kamu sekarang sudah pindah rumah ke daerah Jakarta Selatan
779,neutral,Tolong informasikan mengenai jam operasional toko tersebut agar saya tidak salah datang waktu
780,neutral,Apakah kamu sudah memesan tiket perjalanan pulang sebelum kamu berangkat ke sana tadi
781,neutral,Sepertinya video tersebut diambil menggunakan alat bantu seperti tripod agar hasilnya terlihat stabil
782,neutral,Saya ingin bertanya apakah di sana tersedia fasilitas parkir yang cukup luas untuk motor
783,neutral,Berapa jumlah orang yang ikut serta dalam rombongan perjalanan kamu kali ini kawan
784,neutral,Sepertinya kamu menggunakan filter tertentu untuk membuat warna foto menjadi sedikit lebih gelap
785,neutral,Apakah ini adalah pertama kalinya kamu mencoba untuk memasak menu makanan khas daerah
786,neutral,Saya tadi tidak sengaja melihat kamu lewat di jalan depan kantor saya pagi
787,neutral,Tolong jelaskan sedikit mengenai proses pembuatan kerajinan tangan yang sangat unik dalam video
788,neutral,Apakah kamu merasa suhu udara di sana jauh lebih dingin dibandingkan dengan di sini
789,neutral,Saya akan mencoba untuk menghubungi kamu lewat aplikasi pesan singkat setelah pekerjaan selesai
790,neutral,Sepertinya kamu sedang berada di acara pernikahan salah satu teman lama kita dulu
791,neutral,Apakah tempat itu menyediakan pilihan menu makanan bagi orang yang sedang menjalani diet
792,neutral,Saya baru tahu kalau jarak dari rumahmu ke lokasi tersebut ternyata cukup jauh
793,neutral,Tolong beri tahu saya jika kamu membutuhkan bantuan untuk memindahkan barang ke rumah
794,neutral,Apakah ini merupakan proyek terbaru yang sedang kamu kerjakan bersama dengan tim kantor
795,neutral,Saya melihat ada banyak sekali komentar yang masuk pada unggahan terbaru kamu ini
796,neutral,Berapa kali dalam seminggu kamu rutin melakukan kegiatan olahraga di pusat kebugaran itu
797,neutral,Sepertinya kamu sudah mulai terbiasa dengan lingkungan kerja yang baru di perusahaan tersebut
798,neutral,Apakah kamu sudah mendapatkan izin dari pihak berwenang untuk melakukan pengambilan gambar tersebut
799,neutral,Saya ingin tahu apakah di sana ada koneksi internet yang cukup stabil pagi
800,neutral,Tolong simpan informasi ini karena sepertinya saya akan membutuhkannya di masa yang mendatang
801,neutral,Apakah kamu menggunakan transportasi umum atau kendaraan pribadi saat pergi ke tempat tersebut
802,neutral,Saya melihat kamu sedang mengenakan pakaian yang cukup tebal di dalam foto itu
803,neutral,Berapa kapasitas memori yang dibutuhkan untuk menyimpan file video dengan durasi sepanjang itu
804,neutral,Sepertinya kamu sedang menunggu seseorang di depan gedung yang terlihat sangat besar itu
805,neutral,Apakah menu kopi yang kamu minum itu memiliki rasa yang sangat kuat sekali
806,neutral,Saya baru saja selesai menonton video tutorial yang kamu bagikan di cerita instagram
807,neutral,Tolong konfirmasi apakah acara tersebut dilaksanakan secara tertutup atau terbuka bagi semua orang
808,neutral,Apakah kamu berencana untuk menetap di sana dalam waktu yang cukup lama nanti
809,neutral,Saya melihat ada beberapa jenis tanaman hias baru yang ada di teras rumah
810,neutral,Berapa berat badan kamu sekarang setelah rutin melakukan program diet selama tiga bulan
811,neutral,Sepertinya kamu sedang mengikuti seminar mengenai perkembangan teknologi digital yang terbaru saat ini
812,neutral,Apakah ada biaya tambahan jika ingin menambah fasilitas yang ada di dalam kamar
813,neutral,Saya ingin bertanya mengenai rute tercepat untuk menuju ke lokasi pameran mobil tersebut
814,neutral,Tolong berikan ulasan singkat mengenai pengalaman kamu menginap di hotel yang sangat mewah
815,neutral,Apakah kamu sudah mencoba untuk menghubungi pihak penyelenggara terkait dengan masalah teknis tersebut
816,neutral,Saya melihat kamu sedang berjalan-jalan di area taman kota yang baru saja diresmikan
817,neutral,Berapa jumlah persediaan stok barang yang masih tersedia di dalam gudang saat ini
818,neutral,Sepertinya kamu sedang asyik membaca buku di sebuah kafe yang suasananya sangat tenang
819,neutral,Apakah kamu sudah mendapatkan hasil dari ujian yang kamu ikuti pada minggu lalu
820,neutral,Saya baru mengetahui bahwa kamu sekarang sedang bekerja di bidang desain grafis profesional
821,neutral,Tolong informasikan mengenai cara pendaftaran untuk menjadi anggota di klub olahraga tersebut kak
822,neutral,Apakah ini merupakan bagian dari rangkaian acara ulang tahun perusahaan tempat kamu bekerja
823,neutral,Saya melihat kamu sedang berada di toko buku untuk mencari referensi tugas akhir
824,neutral,Berapa lama waktu yang dihabiskan untuk menyelesaikan satu lukisan yang sangat besar itu
825,neutral,Sepertinya kamu sedang merencanakan sesuatu yang sangat besar untuk masa depan karir kamu
826,neutral,Apakah ada syarat khusus bagi pengunjung yang ingin masuk ke dalam area laboratorium
827,neutral,Saya ingin tahu apakah kamu sudah mencuci mobil setelah melakukan perjalanan jauh kemarin
828,neutral,Tolong kirimkan lokasi tempat tersebut melalui pesan pribadi agar saya bisa menyimpannya dulu
829,neutral,Apakah kamu sudah makan siang sebelum memulai aktivitas pekerjaan yang sangat padat hari
830,neutral,Saya melihat kamu sedang mengendarai sepeda di jalan raya pada waktu sore hari
831,neutral,Berapa harga jasa perbaikan untuk memperbaiki layar handphone yang sedang mengalami kerusakan tersebut
832,neutral,Sepertinya kamu sedang mendengarkan musik menggunakan perangkat earphone yang baru saja kamu beli
833,neutral,Apakah ini adalah foto lama yang baru saja kamu unggah kembali ke instagram
834,neutral,Saya baru saja melewati daerah tersebut dan teringat dengan postingan yang kamu buat
835,neutral,Tolong beritahu saya jika ada informasi mengenai lowongan pekerjaan di kantor kamu saat
836,neutral,Apakah kamu sudah menyiapkan semua perlengkapan yang dibutuhkan untuk mendaki gunung besok pagi
837,neutral,Saya melihat kamu sedang berada di ruang tunggu bandara untuk melakukan perjalanan bisnis
838,neutral,Berapa jumlah minimal pemesanan jika saya ingin membeli produk tersebut secara grosir ya
839,neutral,Sepertinya kamu sedang menikmati waktu luang di akhir pekan bersama dengan teman dekat
840,neutral,Apakah kamu sudah mencoba fitur terbaru yang baru saja diluncurkan oleh aplikasi ini
841,neutral,Saya ingin bertanya mengenai prosedur pengembalian barang jika terjadi kerusakan pada saat pengiriman
842,neutral,Tolong bantu saya untuk menjelaskan bagaimana cara kerja sistem yang baru kamu unggah
843,neutral,Apakah kamu sudah memiliki rencana untuk merayakan malam pergantian tahun baru bersama keluarga
844,neutral,Saya melihat ada banyak sekali perubahan pada dekorasi interior di dalam kantor kamu
845,neutral,Berapa banyak waktu yang kamu habiskan untuk berlatih bermain alat musik setiap harinya
846,neutral,Sepertinya kamu sedang mencari inspirasi untuk membuat konten video yang jauh lebih menarik
847,neutral,Apakah kamu sudah mendapatkan konfirmasi mengenai jadwal keberangkatan kereta api untuk esok hari
848,neutral,Saya ingin tahu apakah kamu menyukai suasana di tempat kerja yang sekarang ini
849,neutral,Tolong berikan informasi mengenai bahan-bahan yang diperlukan untuk membuat kue kering tersebut ya
850,neutral,Apakah kamu merasa cukup nyaman tinggal di lingkungan apartemen yang berada di pusat
851,neutral,Di mana saya bisa menemukan lokasi toko fisik yang menjual produk tersebut?
852,neutral,Siapa orang yang bertanggung jawab atas pengelolaan acara pameran seni di sana?
853,neutral,Apa saja persyaratan yang harus dilengkapi jika ingin mendaftar sebagai anggota baru?
854,neutral,Di mana biasanya kamu membeli perlengkapan mendaki gunung dengan kualitas yang bagus?
855,neutral,Siapa saja teman lama yang ikut hadir dalam acara reuni sekolah kemarin sore?
856,neutral,Apa jenis kamera yang kamu gunakan untuk mengambil foto pemandangan yang jernih?
857,neutral,Di mana lokasi gedung yang menjadi latar belakang pada postingan video terbaru kamu?
858,neutral,Siapa fotografer yang mengambil foto keluarga kamu di studio foto tersebut kemarin?
859,neutral,Apa nama aplikasi yang kamu gunakan untuk mengedit tulisan pada foto tersebut?
860,neutral,Di mana tempat parkir yang paling luas jika ingin berkunjung ke kafe itu?
861,neutral,Siapa yang memberikan ide untuk membuat dekorasi ulang tahun yang sangat unik?
862,neutral,Apa alasan utama kamu memilih untuk pindah tempat tinggal ke luar kota?
863,neutral,Di mana alamat lengkap kantor pusat dari perusahaan tempat kamu bekerja sekarang ini?
864,neutral,Siapa yang mengurus perizinan untuk melakukan sesi pemotretan di area taman tersebut?
865,neutral,Apa bahan utama yang digunakan untuk membuat menu makanan yang kamu posting?
866,neutral,Di mana saya bisa mendapatkan buku referensi yang sedang kamu baca saat ini?
867,neutral,Siapa saja peserta yang diperbolehkan untuk mengikuti lomba desain grafis tingkat nasional?
868,neutral,Apa merk sepatu yang kamu pakai saat melakukan aktivitas lari pagi tadi?
869,neutral,Di mana rute jalan yang paling cepat untuk menuju ke arah bandara internasional?
870,neutral,Siapa yang menjadi pembicara utama dalam seminar mengenai teknologi digital tersebut kemarin?
871,neutral,Apa jadwal kegiatan rutin yang dilakukan oleh komunitas pecinta alam di daerahmu?
872,neutral,Di mana tempat tinggal kamu sekarang setelah resmi pindah dari rumah yang lama?
873,neutral,Siapa orang yang mendesain interior rumah kamu sehingga terlihat sangat rapi sekali?
874,neutral,Apa judul film yang baru saja kamu tonton di bioskop bersama teman kantor?
875,neutral,Di mana saya bisa mengirimkan berkas lamaran pekerjaan untuk posisi staf administrasi tersebut?
876,neutral,Siapa yang menemani kamu saat melakukan perjalanan bisnis ke luar negeri minggu lalu?
877,neutral,Apa fungsi dari alat elektronik terbaru yang baru saja kamu beli kemarin siang?
878,neutral,Di mana lokasi tempat makan yang menyediakan menu vegetarian di sekitar daerah ini?
879,neutral,Siapa pemenang dari kompetisi foto yang diadakan oleh pihak penyelenggara acara tersebut?
880,neutral,Apa saja kendala yang kamu hadapi saat mulai belajar bermain alat musik gitar?
881,neutral,Di mana kamu biasanya melakukan servis kendaraan mobil agar hasilnya tetap maksimal?
882,neutral,Siapa yang merawat tanaman hias di teras rumahmu saat kamu sedang pergi berlibur?
883,neutral,Apa jenis kain yang digunakan untuk membuat baju seragam kantor yang baru itu?
884,neutral,Di mana saya bisa melihat daftar harga untuk setiap paket perawatan di klinik?
885,neutral,Siapa artis yang menjadi idola kamu sejak masih duduk di bangku sekolah dasar?
886,neutral,Apa tujuan utama dari kegiatan donasi yang sedang kamu galang di media sosial?
887,neutral,Di mana kamu membeli kursi kerja yang terlihat sangat nyaman untuk digunakan harian?
888,neutral,Siapa yang membantu kamu dalam mempersiapkan semua keperluan untuk acara pernikahan nanti?
889,neutral,Apa spesifikasi lengkap dari perangkat laptop yang baru saja kamu unggah di cerita?
890,neutral,Di mana kamu menemukan inspirasi untuk membuat konten video yang sangat menarik ini?
891,neutral,Siapa yang memberikan rekomendasi tempat wisata yang sangat indah di daerah bali itu?
892,neutral,Apa metode pembayaran yang tersedia jika saya ingin memesan barang melalui situs resmi?
893,neutral,Di mana lokasi stasiun kereta api yang paling dekat dengan posisi kamu saat?
894,neutral,Siapa yang mengajari kamu cara memasak masakan khas daerah yang terlihat sangat enak?
895,neutral,Apa nama hotel tempat kamu menginap selama menjalankan tugas kantor di luar kota?
896,neutral,Di mana saya bisa mendapatkan informasi mengenai jadwal keberangkatan bus antar kota hari?
897,neutral,Siapa yang menjadi ketua panitia dalam pelaksanaan kegiatan bakti sosial di lingkungan rumah?
898,neutral,Apa jenis olahraga yang paling sering kamu lakukan untuk menjaga kesehatan tubuh setiap?
899,neutral,Di mana kamu menyimpan koleksi buku tua yang pernah kamu tunjukkan kepada saya?
900,neutral,Siapa yang bertanggung jawab atas kebersihan lingkungan di area sekitar komplek perumahan ini?
901,neutral,Apakah hari ini rapat tim jadi dilaksanakan di ruang pertemuan atau ga
902,neutral,Tolong kabari saya nanti malam kamu mau ikut makan di luar atau engga
903,neutral,Saya sudah mencari dokumen laporan bulan lalu di lemari tapi ga ketemu
904,neutral,Apakah berkas yang saya kirimkan kemarin sudah kamu terima atau tidak
905,neutral,Maaf sepertinya saya ga bisa hadir di acara seminar besok pagi
906,neutral,Jadi jadwal pertemuannya mau diundur ke hari rabu atau ga
907,neutral,Tadi saya coba cari alamat toko yang kamu sebutkan tapi ga ketemu
908,neutral,Apakah sistem absensi hari ini sedang gangguan atau memang saya yang ga bisa login
909,neutral,Tolong infokan ke panitia kalau saya tidak bisa membawa peralatan tambahan
910,neutral,Apakah pesanan makanan saya sudah diproses oleh pihak restoran atau belum
911,neutral,Saya cari kunci mobil di atas meja tamu tapi tetap ga ketemu
912,neutral,Menurutmu kita perlu membawa laptop ke acara workshop nanti atau engga
913,neutral,Kemarin saya coba menghubungi nomor telepon kantornya tapi ga bisa tersambung
914,neutral,Apakah kamu tahu letak buku catatan saya karena dari tadi dicarikan ga ketemu
915,neutral,Tolong pastikan lagi apakah klien jadi datang jam sepuluh atau ga
916,neutral,Saya sudah menginstal aplikasinya tapi fitur kameranya tetap tidak bisa digunakan
917,neutral,Apakah ada rute jalan lain karena jalan utama sepertinya ga bisa dilewati
918,neutral,Saya mau tanya apakah produk dengan ukuran besar ini masih tersedia atau tidak
919,neutral,Tadi pagi saya cari kacamata baca saya di laci meja tapi ga ketemu
920,neutral,Bisakah kamu mengonfirmasi apakah tiket keretanya sudah dicetak atau engga
921,neutral,Maaf saya engga bisa memberikan jawaban pasti sebelum berdiskusi dengan atasan
922,neutral,Apakah ruang rapat di lantai dua sudah bisa digunakan hari ini atau belum
923,neutral,Saya cari nama kamu di daftar absensi peserta tapi kok ga ketemu ya
924,neutral,Tolong cek apakah paket yang dikirim pakai ekspedisi itu sudah sampai atau engga
925,neutral,Hari ini saya tidak bisa menggunakan kendaraan pribadi karena sedang diservis
926,neutral,Apakah materi presentasi besok mau dicetak berwarna atau hitam putih saja
927,neutral,Saya sudah mencari referensi artikel yang kamu maksud di internet tapi ga ketemu
